13.5|8.0|1200.0|550.0|0.0|BT_BLUE_GROUND|
13.0|6.0|650.0|350.0|0.0|BT_WHITE_GROUND|
#25|1|1.0|2.0|50.0|50.0|0.0|BT_WALL|
#25|1|1.0|14.0|50.0|50.0|0.0|BT_WALL|
#1|11|1.0|3.0|50.0|50.0|90.0|BT_WALL|
#1|11|25.0|3.0|50.0|50.0|90.0|BT_WALL|
#1|9|6.0|3.0|50.0|50.0|90.0|BT_WALL|
#13|1|7.0|11.0|50.0|50.0|0.0|BT_WALL|
#1|3|13.0|8.0|50.0|50.0|90.0|BT_WALL|
#1|2|13.0|3.0|50.0|50.0|90.0|BT_WALL|
#1|3|20.0|3.0|50.0|50.0|90.0|BT_WALL|
#1|4|20.0|8.0|50.0|50.0|90.0|BT_WALL|
#2|1|2|4.0|50.0|50.0|0.0|BT_TABLE|
5.0|6.0|50.0|50.0|0.0|BT_TABLE|
#2|1|3.0|9.0|50.0|50.0|0.0|BT_TABLE|
2.0|12.0|50.0|50.0|0.0|BT_TABLE|
8.0|13.0|50.0|50.0|0.0|BT_TABLE|
13.0|12.0|50.0|50.0|0.0|BT_TABLE|
18.0|13.0|50.0|50.0|0.0|BT_TABLE|
24.0|11.0|50.0|50.0|0.0|BT_TABLE|
21.0|9.0|50.0|50.0|0.0|BT_TABLE|
#3|1|22.0|4.0|50.0|50.0|0.0|BT_TABLE|
#2|1|2.0|3.0|50.0|50.0|180.0|BT_CHAIR|
#2|1|2.0|5.0|50.0|50.0|0.0|BT_CHAIR|
5.0|5.0|50.0|50.0|180.0|BT_CHAIR|
5.0|7.0|50.0|50.0|0.0|BT_CHAIR|
#2|1|3.0|8.0|50.0|50.0|180.0|BT_CHAIR|
#2|1|3.0|10.0|50.0|50.0|0.0|BT_CHAIR|
2.0|11.0|50.0|50.0|180.0|BT_CHAIR|
2.0|13.0|50.0|50.0|0.0|BT_CHAIR|
7.0|13.0|50.0|50.0|90.0|BT_CHAIR|
9.0|13.0|50.0|50.0|270.0|BT_CHAIR|
12.0|12.0|50.0|50.0|90.0|BT_CHAIR|
14.0|12.0|50.0|50.0|270.0|BT_CHAIR|
17.0|13.0|50.0|50.0|90.0|BT_CHAIR|
19.0|13.0|50.0|50.0|270.0|BT_CHAIR|
24.0|12.0|50.0|50.0|0.0|BT_CHAIR|
24.0|10.0|50.0|50.0|180.0|BT_CHAIR|
21.0|10.0|50.0|50.0|0.0|BT_CHAIR|
21.0|8.0|50.0|50.0|180.0|BT_CHAIR|
#3|1|22.0|5.0|50.0|50.0|0.0|BT_CHAIR|
#3|1|22.0|3.0|50.0|50.0|180.0|BT_CHAIR|
5.0|3.0|50.0|50.0|180.0|BT_PLANT|
4.0|13.0|50.0|50.0|180.0|BT_PLANT|
24.0|8.0|50.0|50.0|180.0|BT_PLANT|
22.0|13.0|50.0|50.0|180.0|BT_PLANT|
